Contig	phylum	class	order	family	genus	species
S0C1067220	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C445225	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1115958	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C460042	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1030638	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C190841	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C132410	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C486979	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C749769	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C670360	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C611198	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C42181	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C941192	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1410262	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1090778	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C349774	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C92076	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C726019	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C366727	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1408209	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1257573	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C616808	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C887493	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C853930	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1184614	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C299813	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C905661	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1217095	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C514530	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1023868	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C332980	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C324637	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C737828	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1127172	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C194065	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1426340	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C1268802	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C409120	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1234268	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C879267	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1261406	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C766580	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1284764	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C593511	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C793979	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C492702	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C235635	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C255084	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1463639	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C944912	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1249410	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C1037462	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C969512	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C447672	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1203174	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1267766	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C1205419	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C236482	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. (novel)
S0C415188	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C923427	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C785813	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1371327	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C430854	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C819232	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1034416	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C398923	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C12852	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1443370	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C225401	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C58957	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1360973	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1114950	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1235469	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax (novel)	Rhodoferax ferrireducens (novel)
S0C401639	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C586448	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1161903	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1358565	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C636747	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C852542	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C841436	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C736510	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C778042	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C939713	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C519818	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C864218	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C45933	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C1020139	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1009776	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1417761	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C587808	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C393429	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1445792	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C261099	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C501023	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C425465	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C123408	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C1278561	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C799290	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1435500	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1082451	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C218768	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C496650	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C241841	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1284169	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C95243	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C150406	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C984676	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C256613	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C917146	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C544437	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C384137	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1453978	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C376157	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C1059237	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C786054	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C290153	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1094288	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1112311	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C87390	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1171103	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C1009927	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C207003	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C270193	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C220298	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C415511	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C726306	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C266703	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1056853	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1278204	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. (novel)
S0C1151608	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1003314	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C238679	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C991967	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C970184	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C1387472	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C970802	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax (novel)	Rhodoferax ferrireducens (novel)
S0C803944	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C884411	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C368147	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C442905	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1390212	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C588704	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1457316	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C144646	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1399817	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C103516	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C684158	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1394876	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C243670	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C1174019	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C317996	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C418691	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C385457	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C110480	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter (novel)	Roseobacter denitrificans (novel)
S0C352206	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C409570	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1154662	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C952867	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1244600	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1131461	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1154984	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C895301	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C768873	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1175790	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C89832	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C340121	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C58389	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C403278	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C367192	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C731748	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1464137	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C357113	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi (novel)
S0C327709	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C563008	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C1213060	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C674170	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C370026	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C1259715	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C803557	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C980669	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C705631	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1433017	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1051096	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C955472	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C591497	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C550537	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C260974	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C390297	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C1035537	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C85122	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C762593	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C838180	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1030805	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C812637	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C303343	Actinobacteria	Actinomycetia	Micromonosporales (novel)	Micromonosporaceae (novel)	Micromonospora (novel)	Micromonospora maris (novel)
S0C1268520	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1283615	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C408859	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1001409	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C498397	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C966594	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C565518	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1282973	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C372539	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C83280	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C805649	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C449716	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C223426	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C1445681	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
